SUMLEV,REGION,DIVISION,STATE,COUNTY,STNAME,CTYNAME,CENSUS2010POP
50,3,7,22,43,Louisiana,Grant Parish,22309
50,3,7,22,45,Louisiana,Iberia Parish,73240
50,3,7,22,47,Louisiana,Iberville Parish,33387
50,3,7,22,49,Louisiana,Jackson Parish,16274
50,3,7,22,51,Louisiana,Jefferson Parish,432552
50,3,7,22,53,Louisiana,Jefferson Davis Parish,31594
50,3,7,22,55,Louisiana,Lafayette Parish,221578
50,3,7,22,57,Louisiana,Lafourche Parish,96318
50,3,7,22,59,Louisiana,LaSalle Parish,14890
50,3,7,22,61,Louisiana,Lincoln Parish,46735
50,3,7,22,63,Louisiana,Livingston Parish,128026
50,3,7,22,65,Louisiana,Madison Parish,12093
50,3,7,22,67,Louisiana,Morehouse Parish,27979
50,3,7,22,69,Louisiana,Natchitoches Parish,39566
50,3,7,22,71,Louisiana,Orleans Parish,343829
50,3,7,22,73,Louisiana,Ouachita Parish,153720
50,3,7,22,75,Louisiana,Plaquemines Parish,23042
50,3,7,22,77,Louisiana,Pointe Coupee Parish,22802
50,3,7,22,79,Louisiana,Rapides Parish,131613
50,3,7,22,81,Louisiana,Red River Parish,9091
50,3,7,22,83,Louisiana,Richland Parish,20725
50,3,7,22,85,Louisiana,Sabine Parish,24233
50,3,7,22,87,Louisiana,St. Bernard Parish,35897
50,3,7,22,89,Louisiana,St. Charles Parish,52780
50,3,7,22,91,Louisiana,St. Helena Parish,11203
50,3,7,22,93,Louisiana,St. James Parish,22102
50,3,7,22,95,Louisiana,St. John the Baptist Parish,45924
50,3,7,22,97,Louisiana,St. Landry Parish,83384
50,3,7,22,99,Louisiana,St. Martin Parish,52160
50,3,7,22,101,Louisiana,St. Mary Parish,54650
50,3,7,22,103,Louisiana,St. Tammany Parish,233740
50,3,7,22,105,Louisiana,Tangipahoa Parish,121097
50,3,7,22,107,Louisiana,Tensas Parish,5252
50,3,7,22,109,Louisiana,Terrebonne Parish,111860
50,3,7,22,111,Louisiana,Union Parish,22721
50,3,7,22,113,Louisiana,Vermilion Parish,57999
50,3,7,22,115,Louisiana,Vernon Parish,52334
50,3,7,22,117,Louisiana,Washington Parish,47168
50,3,7,22,119,Louisiana,Webster Parish,41207
50,3,7,22,121,Louisiana,West Baton Rouge Parish,23788
50,3,7,22,123,Louisiana,West Carroll Parish,11604
50,3,7,22,125,Louisiana,West Feliciana Parish,15625
50,3,7,22,127,Louisiana,Winn Parish,15313
40,1,1,23,0,Maine,Maine,1328361
50,1,1,23,1,Maine,Androscoggin County,107702
50,1,1,23,3,Maine,Aroostook County,71870
50,1,1,23,5,Maine,Cumberland County,281674
50,1,1,23,7,Maine,Franklin County,30768
50,1,1,23,9,Maine,Hancock County,54418
50,1,1,23,11,Maine,Kennebec County,122151
50,1,1,23,13,Maine,Knox County,39736
50,1,1,23,15,Maine,Lincoln County,34457
50,1,1,23,17,Maine,Oxford County,57833
50,1,1,23,19,Maine,Penobscot County,153923
50,1,1,23,21,Maine,Piscataquis County,17535
50,1,1,23,23,Maine,Sagadahoc County,35293
50,1,1,23,25,Maine,Somerset County,52228
50,1,1,23,27,Maine,Waldo County,38786
50,1,1,23,29,Maine,Washington County,32856
50,1,1,23,31,Maine,York County,197131
40,3,5,24,0,Maryland,Maryland,5773552
50,3,5,24,1,Maryland,Allegany County,75087
50,3,5,24,3,Maryland,Anne Arundel County,537656
50,3,5,24,5,Maryland,Baltimore County,805029
50,3,5,24,9,Maryland,Calvert County,88737
50,3,5,24,11,Maryland,Caroline County,33066
50,3,5,24,13,Maryland,Carroll County,167134
50,3,5,24,15,Maryland,Cecil County,101108
50,3,5,24,17,Maryland,Charles County,146551
50,3,5,24,19,Maryland,Dorchester County,32618
50,3,5,24,21,Maryland,Frederick County,233385
50,3,5,24,23,Maryland,Garrett County,30097
50,3,5,24,25,Maryland,Harford County,244826
50,3,5,24,27,Maryland,Howard County,287085
50,3,5,24,29,Maryland,Kent County,20197
50,3,5,24,31,Maryland,Montgomery County,971777
50,3,5,24,33,Maryland,Prince George's County,863420
50,3,5,24,35,Maryland,Queen Anne's County,47798
50,3,5,24,37,Maryland,St. Mary's County,105151
50,3,5,24,39,Maryland,Somerset County,26470
50,3,5,24,41,Maryland,Talbot County,37782
50,3,5,24,43,Maryland,Washington County,147430
50,3,5,24,45,Maryland,Wicomico County,98733
50,3,5,24,47,Maryland,Worcester County,51454
50,3,5,24,510,Maryland,Baltimore city,620961
40,1,1,25,0,Massachusetts,Massachusetts,6547629
50,1,1,25,1,Massachusetts,Barnstable County,215888
50,1,1,25,3,Massachusetts,Berkshire County,131219
50,1,1,25,5,Massachusetts,Bristol County,548285
50,1,1,25,7,Massachusetts,Dukes County,16535
50,1,1,25,9,Massachusetts,Essex County,743159
50,1,1,25,11,Massachusetts,Franklin County,71372
50,1,1,25,13,Massachusetts,Hampden County,463490
50,1,1,25,15,Massachusetts,Hampshire County,158080
50,1,1,25,17,Massachusetts,Middlesex County,1503085
50,1,1,25,19,Massachusetts,Nantucket County,10172
50,1,1,25,21,Massachusetts,Norfolk County,670850
50,1,1,25,23,Massachusetts,Plymouth County,494919
50,1,1,25,25,Massachusetts,Suffolk County,722023
50,1,1,25,27,Massachusetts,Worcester County,798552
40,2,3,26,0,Michigan,Michigan,9883640
50,2,3,26,1,Michigan,Alcona County,10942
50,2,3,26,3,Michigan,Alger County,9601
50,2,3,26,5,Michigan,Allegan County,111408
50,2,3,26,7,Michigan,Alpena County,29598
50,2,3,26,9,Michigan,Antrim County,23580
50,2,3,26,11,Michigan,Arenac County,15899
50,2,3,26,13,Michigan,Baraga County,8860
50,2,3,26,15,Michigan,Barry County,59173
50,2,3,26,17,Michigan,Bay County,107771
50,2,3,26,19,Michigan,Benzie County,17525
50,2,3,26,21,Michigan,Berrien County,156813
50,2,3,26,23,Michigan,Branch County,45248
50,2,3,26,25,Michigan,Calhoun County,136146
50,2,3,26,27,Michigan,Cass County,52293
50,2,3,26,29,Michigan,Charlevoix County,25949
50,2,3,26,31,Michigan,Cheboygan County,26152
50,2,3,26,33,Michigan,Chippewa County,38520
50,2,3,26,35,Michigan,Clare County,30926
50,2,3,26,37,Michigan,Clinton County,75382
50,2,3,26,39,Michigan,Crawford County,14074
50,2,3,26,41,Michigan,Delta County,37069
50,2,3,26,43,Michigan,Dickinson County,26168
50,2,3,26,45,Michigan,Eaton County,107759
50,2,3,26,47,Michigan,Emmet County,32694
50,2,3,26,49,Michigan,Genesee County,425790
50,2,3,26,51,Michigan,Gladwin County,25692
50,2,3,26,53,Michigan,Gogebic County,16427
50,2,3,26,55,Michigan,Grand Traverse County,86986
50,2,3,26,57,Michigan,Gratiot County,42476
50,2,3,26,59,Michigan,Hillsdale County,46688
50,2,3,26,61,Michigan,Houghton County,36628
50,2,3,26,63,Michigan,Huron County,33118
50,2,3,26,65,Michigan,Ingham County,280895
50,2,3,26,67,Michigan,Ionia County,63905
50,2,3,26,69,Michigan,Iosco County,25887
50,2,3,26,71,Michigan,Iron County,11817
50,2,3,26,73,Michigan,Isabella County,70311
50,2,3,26,75,Michigan,Jackson County,160248
50,2,3,26,77,Michigan,Kalamazoo County,250331
50,2,3,26,79,Michigan,Kalkaska County,17153
50,2,3,26,81,Michigan,Kent County,602622
50,2,3,26,83,Michigan,Keweenaw County,2156
50,2,3,26,85,Michigan,Lake County,11539
50,2,3,26,87,Michigan,Lapeer County,88319
50,2,3,26,89,Michigan,Leelanau County,21708
50,2,3,26,91,Michigan,Lenawee County,99892
50,2,3,26,93,Michigan,Livingston County,180967
50,2,3,26,95,Michigan,Luce County,6631
50,2,3,26,97,Michigan,Mackinac County,11113
50,2,3,26,99,Michigan,Macomb County,840978
50,2,3,26,101,Michigan,Manistee County,24733
50,2,3,26,103,Michigan,Marquette County,67077
50,2,3,26,105,Michigan,Mason County,28705
50,2,3,26,107,Michigan,Mecosta County,42798
50,2,3,26,109,Michigan,Menominee County,24029
50,2,3,26,111,Michigan,Midland County,83629
50,2,3,26,113,Michigan,Missaukee County,14849
50,2,3,26,115,Michigan,Monroe County,152021
50,2,3,26,117,Michigan,Montcalm County,63342
50,2,3,26,119,Michigan,Montmorency County,9765
50,2,3,26,121,Michigan,Muskegon County,172188
50,2,3,26,123,Michigan,Newaygo County,48460
50,2,3,26,125,Michigan,Oakland County,1202362
50,2,3,26,127,Michigan,Oceana County,26570
50,2,3,26,129,Michigan,Ogemaw County,21699
50,2,3,26,131,Michigan,Ontonagon County,6780
50,2,3,26,133,Michigan,Osceola County,23528
50,2,3,26,135,Michigan,Oscoda County,8640
50,2,3,26,137,Michigan,Otsego County,24164
50,2,3,26,139,Michigan,Ottawa County,263801
50,2,3,26,141,Michigan,Presque Isle County,13376
50,2,3,26,143,Michigan,Roscommon County,24449
50,2,3,26,145,Michigan,Saginaw County,200169
50,2,3,26,147,Michigan,St. Clair County,163040
50,2,3,26,149,Michigan,St. Joseph County,61295
50,2,3,26,151,Michigan,Sanilac County,43114
50,2,3,26,153,Michigan,Schoolcraft County,8485
50,2,3,26,155,Michigan,Shiawassee County,70648
50,2,3,26,157,Michigan,Tuscola County,55729
50,2,3,26,159,Michigan,Van Buren County,76258
50,2,3,26,161,Michigan,Washtenaw County,344791
50,2,3,26,163,Michigan,Wayne County,1820584
50,2,3,26,165,Michigan,Wexford County,32735
40,2,4,27,0,Minnesota,Minnesota,5303925
50,2,4,27,1,Minnesota,Aitkin County,16202
50,2,4,27,3,Minnesota,Anoka County,330844
50,2,4,27,5,Minnesota,Becker County,32504
50,2,4,27,7,Minnesota,Beltrami County,44442
50,2,4,27,9,Minnesota,Benton County,38451
50,2,4,27,11,Minnesota,Big Stone County,5269
50,2,4,27,13,Minnesota,Blue Earth County,64013
50,2,4,27,15,Minnesota,Brown County,25893
50,2,4,27,17,Minnesota,Carlton County,35386
50,2,4,27,19,Minnesota,Carver County,91042
50,2,4,27,21,Minnesota,Cass County,28567
50,2,4,27,23,Minnesota,Chippewa County,12441
50,2,4,27,25,Minnesota,Chisago County,53887
50,2,4,27,27,Minnesota,Clay County,58999
50,2,4,27,29,Minnesota,Clearwater County,8695
50,2,4,27,31,Minnesota,Cook County,5176
50,2,4,27,33,Minnesota,Cottonwood County,11687
50,2,4,27,35,Minnesota,Crow Wing County,62500
50,2,4,27,37,Minnesota,Dakota County,398552
50,2,4,27,39,Minnesota,Dodge County,20087
50,2,4,27,41,Minnesota,Douglas County,36009
50,2,4,27,43,Minnesota,Faribault County,14553
50,2,4,27,45,Minnesota,Fillmore County,20866
50,2,4,27,47,Minnesota,Freeborn County,31255
50,2,4,27,49,Minnesota,Goodhue County,46183
50,2,4,27,51,Minnesota,Grant County,6018
50,2,4,27,53,Minnesota,Hennepin County,1152425
50,2,4,27,55,Minnesota,Houston County,19027
50,2,4,27,57,Minnesota,Hubbard County,20428
50,2,4,27,59,Minnesota,Isanti County,37816
50,2,4,27,61,Minnesota,Itasca County,45058
50,2,4,27,63,Minnesota,Jackson County,10266
50,2,4,27,65,Minnesota,Kanabec County,16239
50,2,4,27,67,Minnesota,Kandiyohi County,42239
50,2,4,27,69,Minnesota,Kittson County,4552
50,2,4,27,71,Minnesota,Koochiching County,13311
50,2,4,27,73,Minnesota,Lac qui Parle County,7259
50,2,4,27,75,Minnesota,Lake County,10866
50,2,4,27,77,Minnesota,Lake of the Woods County,4045
50,2,4,27,79,Minnesota,Le Sueur County,27703
50,2,4,27,81,Minnesota,Lincoln County,5896
50,2,4,27,83,Minnesota,Lyon County,25857
50,2,4,27,85,Minnesota,McLeod County,36651
50,2,4,27,87,Minnesota,Mahnomen County,5413
50,2,4,27,89,Minnesota,Marshall County,9439
50,2,4,27,91,Minnesota,Martin County,20840
50,2,4,27,93,Minnesota,Meeker County,23300
50,2,4,27,95,Minnesota,Mille Lacs County,26097
50,2,4,27,97,Minnesota,Morrison County,33198
50,2,4,27,99,Minnesota,Mower County,39163
50,2,4,27,101,Minnesota,Murray County,8725
50,2,4,27,103,Minnesota,Nicollet County,32727
50,2,4,27,105,Minnesota,Nobles County,21378
50,2,4,27,107,Minnesota,Norman County,6852
50,2,4,27,109,Minnesota,Olmsted County,144248
50,2,4,27,111,Minnesota,Otter Tail County,57303
50,2,4,27,113,Minnesota,Pennington County,13930
50,2,4,27,115,Minnesota,Pine County,29750
50,2,4,27,117,Minnesota,Pipestone County,9596
50,2,4,27,119,Minnesota,Polk County,31600
50,2,4,27,121,Minnesota,Pope County,10995
50,2,4,27,123,Minnesota,Ramsey County,508640
50,2,4,27,125,Minnesota,Red Lake County,4089
50,2,4,27,127,Minnesota,Redwood County,16059
50,2,4,27,129,Minnesota,Renville County,15730
50,2,4,27,131,Minnesota,Rice County,64142
50,2,4,27,133,Minnesota,Rock County,9687
50,2,4,27,135,Minnesota,Roseau County,15629
50,2,4,27,137,Minnesota,St. Louis County,200226
50,2,4,27,139,Minnesota,Scott County,129928
50,2,4,27,141,Minnesota,Sherburne County,88499
50,2,4,27,143,Minnesota,Sibley County,15226
50,2,4,27,145,Minnesota,Stearns County,150642
50,2,4,27,147,Minnesota,Steele County,36576
50,2,4,27,149,Minnesota,Stevens County,9726
50,2,4,27,151,Minnesota,Swift County,9783
50,2,4,27,153,Minnesota,Todd County,24895
50,2,4,27,155,Minnesota,Traverse County,3558
50,2,4,27,157,Minnesota,Wabasha County,21676
50,2,4,27,159,Minnesota,Wadena County,13843
50,2,4,27,161,Minnesota,Waseca County,19136
50,2,4,27,163,Minnesota,Washington County,238136
50,2,4,27,165,Minnesota,Watonwan County,11211
50,2,4,27,167,Minnesota,Wilkin County,6576
50,2,4,27,169,Minnesota,Winona County,51461
50,2,4,27,171,Minnesota,Wright County,124700
50,2,4,27,173,Minnesota,Yellow Medicine County,10438
40,3,6,28,0,Mississippi,Mississippi,2967297
50,3,6,28,1,Mississippi,Adams County,32297
50,3,6,28,3,Mississippi,Alcorn County,37057
50,3,6,28,5,Mississippi,Amite County,13131
50,3,6,28,7,Mississippi,Attala County,19564
50,3,6,28,9,Mississippi,Benton County,8729
50,3,6,28,11,Mississippi,Bolivar County,34145
50,3,6,28,13,Mississippi,Calhoun County,14962
50,3,6,28,15,Mississippi,Carroll County,10597
50,3,6,28,17,Mississippi,Chickasaw County,17392
50,3,6,28,19,Mississippi,Choctaw County,8547
50,3,6,28,21,Mississippi,Claiborne County,9604
50,3,6,28,23,Mississippi,Clarke County,16732
50,3,6,28,25,Mississippi,Clay County,20634
50,3,6,28,27,Mississippi,Coahoma County,26151
50,3,6,28,29,Mississippi,Copiah County,29449
50,3,6,28,31,Mississippi,Covington County,19568
50,3,6,28,33,Mississippi,DeSoto County,161252
50,3,6,28,35,Mississippi,Forrest County,74934
50,3,6,28,37,Mississippi,Franklin County,8118
50,3,6,28,39,Mississippi,George County,22578
50,3,6,28,41,Mississippi,Greene County,14400
50,3,6,28,43,Mississippi,Grenada County,21906
50,3,6,28,45,Mississippi,Hancock County,43929
50,3,6,28,47,Mississippi,Harrison County,187105
50,3,6,28,49,Mississippi,Hinds County,245285
50,3,6,28,51,Mississippi,Holmes County,19198
50,3,6,28,53,Mississippi,Humphreys County,9375
50,3,6,28,55,Mississippi,Issaquena County,1406
50,3,6,28,57,Mississippi,Itawamba County,23401
50,3,6,28,59,Mississippi,Jackson County,139668
50,3,6,28,61,Mississippi,Jasper County,17062
50,3,6,28,63,Mississippi,Jefferson County,7726
50,3,6,28,65,Mississippi,Jefferson Davis County,12487
50,3,6,28,67,Mississippi,Jones County,67761
50,3,6,28,69,Mississippi,Kemper County,10456
50,3,6,28,71,Mississippi,Lafayette County,47351
50,3,6,28,73,Mississippi,Lamar County,55658
50,3,6,28,75,Mississippi,Lauderdale County,80261
50,3,6,28,77,Mississippi,Lawrence County,12929
50,3,6,28,79,Mississippi,Leake County,23805
50,3,6,28,81,Mississippi,Lee County,82910
50,3,6,28,83,Mississippi,Leflore County,32317
50,3,6,28,85,Mississippi,Lincoln County,34869
50,3,6,28,87,Mississippi,Lowndes County,59779
50,3,6,28,89,Mississippi,Madison County,95203
50,3,6,28,91,Mississippi,Marion County,27088
50,3,6,28,93,Mississippi,Marshall County,37144
50,3,6,28,95,Mississippi,Monroe County,36989
50,3,6,28,97,Mississippi,Montgomery County,10925
50,3,6,28,99,Mississippi,Neshoba County,29676
50,3,6,28,101,Mississippi,Newton County,21720
50,3,6,28,103,Mississippi,Noxubee County,11545
50,3,6,28,105,Mississippi,Oktibbeha County,47671
50,3,6,28,107,Mississippi,Panola County,34707
50,3,6,28,109,Mississippi,Pearl River County,55834
50,3,6,28,111,Mississippi,Perry County,12250
50,3,6,28,113,Mississippi,Pike County,40404
50,3,6,28,115,Mississippi,Pontotoc County,29957
50,3,6,28,117,Mississippi,Prentiss County,25276
50,3,6,28,119,Mississippi,Quitman County,8223
50,3,6,28,121,Mississippi,Rankin County,141617
50,3,6,28,123,Mississippi,Scott County,28264
50,3,6,28,125,Mississippi,Sharkey County,4916
50,3,6,28,127,Mississippi,Simpson County,27503
50,3,6,28,129,Mississippi,Smith County,16491
50,3,6,28,131,Mississippi,Stone County,17786
50,3,6,28,133,Mississippi,Sunflower County,29450
50,3,6,28,135,Mississippi,Tallahatchie County,15378
50,3,6,28,137,Mississippi,Tate County,28886
50,3,6,28,139,Mississippi,Tippah County,22232
50,3,6,28,141,Mississippi,Tishomingo County,19593
50,3,6,28,143,Mississippi,Tunica County,10778
50,3,6,28,145,Mississippi,Union County,27134
50,3,6,28,147,Mississippi,Walthall County,15443
50,3,6,28,149,Mississippi,Warren County,48773
50,3,6,28,151,Mississippi,Washington County,51137
50,3,6,28,153,Mississippi,Wayne County,20747
50,3,6,28,155,Mississippi,Webster County,10253
50,3,6,28,157,Mississippi,Wilkinson County,9878
50,3,6,28,159,Mississippi,Winston County,19198
50,3,6,28,161,Mississippi,Yalobusha County,12678
50,3,6,28,163,Mississippi,Yazoo County,28065
40,2,4,29,0,Missouri,Missouri,5988927
50,2,4,29,1,Missouri,Adair County,25607
50,2,4,29,3,Missouri,Andrew County,17291
50,2,4,29,5,Missouri,Atchison County,5685
50,2,4,29,7,Missouri,Audrain County,25529
50,2,4,29,9,Missouri,Barry County,35597
50,2,4,29,11,Missouri,Barton County,12402
50,2,4,29,13,Missouri,Bates County,17049
50,2,4,29,15,Missouri,Benton County,19056
50,2,4,29,17,Missouri,Bollinger County,12363
50,2,4,29,19,Missouri,Boone County,162642
50,2,4,29,21,Missouri,Buchanan County,89201
50,2,4,29,23,Missouri,Butler County,42794
50,2,4,29,25,Missouri,Caldwell County,9424
50,2,4,29,27,Missouri,Callaway County,44332
50,2,4,29,29,Missouri,Camden County,44002
50,2,4,29,31,Missouri,Cape Girardeau County,75674
50,2,4,29,33,Missouri,Carroll County,9295
50,2,4,29,35,Missouri,Carter County,6265
50,2,4,29,37,Missouri,Cass County,99478
50,2,4,29,39,Missouri,Cedar County,13982
50,2,4,29,41,Missouri,Chariton County,7831
50,2,4,29,43,Missouri,Christian County,77422
50,2,4,29,45,Missouri,Clark County,7139
50,2,4,29,47,Missouri,Clay County,221939
50,2,4,29,49,Missouri,Clinton County,20743
50,2,4,29,51,Missouri,Cole County,75990
50,2,4,29,53,Missouri,Cooper County,17601
50,2,4,29,55,Missouri,Crawford County,24696
50,2,4,29,57,Missouri,Dade County,7883
50,2,4,29,59,Missouri,Dallas County,16777
50,2,4,29,61,Missouri,Daviess County,8433
50,2,4,29,63,Missouri,DeKalb County,12892
50,2,4,29,65,Missouri,Dent County,15657
50,2,4,29,67,Missouri,Douglas County,13684
50,2,4,29,69,Missouri,Dunklin County,31953
50,2,4,29,71,Missouri,Franklin County,101492
50,2,4,29,73,Missouri,Gasconade County,15222
50,2,4,29,75,Missouri,Gentry County,6738
50,2,4,29,77,Missouri,Greene County,275174
50,2,4,29,79,Missouri,Grundy County,10261
50,2,4,29,81,Missouri,Harrison County,8957
50,2,4,29,83,Missouri,Henry County,22272
50,2,4,29,85,Missouri,Hickory County,9627
50,2,4,29,87,Missouri,Holt County,4912
50,2,4,29,89,Missouri,Howard County,10144
50,2,4,29,91,Missouri,Howell County,40400
50,2,4,29,93,Missouri,Iron County,10630
50,2,4,29,95,Missouri,Jackson County,674158
50,2,4,29,97,Missouri,Jasper County,117404
50,2,4,29,99,Missouri,Jefferson County,218733
50,2,4,29,101,Missouri,Johnson County,52595
50,2,4,29,103,Missouri,Knox County,4131
50,2,4,29,105,Missouri,Laclede County,35571
50,2,4,29,107,Missouri,Lafayette County,33381
50,2,4,29,109,Missouri,Lawrence County,38634
50,2,4,29,111,Missouri,Lewis County,10211
50,2,4,29,113,Missouri,Lincoln County,52566
50,2,4,29,115,Missouri,Linn County,12761
50,2,4,29,117,Missouri,Livingston County,15195
50,2,4,29,119,Missouri,McDonald County,23083
50,2,4,29,121,Missouri,Macon County,15566
50,2,4,29,123,Missouri,Madison County,12226
50,2,4,29,125,Missouri,Maries County,9176
50,2,4,29,127,Missouri,Marion County,28781
50,2,4,29,129,Missouri,Mercer County,3785
50,2,4,29,131,Missouri,Miller County,24748
50,2,4,29,133,Missouri,Mississippi County,14358
50,2,4,29,135,Missouri,Moniteau County,15607
50,2,4,29,137,Missouri,Monroe County,8840
50,2,4,29,139,Missouri,Montgomery County,12236
50,2,4,29,141,Missouri,Morgan County,20565
50,2,4,29,143,Missouri,New Madrid County,18956
50,2,4,29,145,Missouri,Newton County,58114
50,2,4,29,147,Missouri,Nodaway County,23370
50,2,4,29,149,Missouri,Oregon County,10881
50,2,4,29,151,Missouri,Osage County,13878
50,2,4,29,153,Missouri,Ozark County,9723
50,2,4,29,155,Missouri,Pemiscot County,18296
50,2,4,29,157,Missouri,Perry County,18971
50,2,4,29,159,Missouri,Pettis County,42201
50,2,4,29,161,Missouri,Phelps County,45156
50,2,4,29,163,Missouri,Pike County,18516
50,2,4,29,165,Missouri,Platte County,89322
50,2,4,29,167,Missouri,Polk County,31137
50,2,4,29,169,Missouri,Pulaski County,52274
50,2,4,29,171,Missouri,Putnam County,4979
50,2,4,29,173,Missouri,Ralls County,10167
50,2,4,29,175,Missouri,Randolph County,25414
50,2,4,29,177,Missouri,Ray County,23494
50,2,4,29,179,Missouri,Reynolds County,6696
50,2,4,29,181,Missouri,Ripley County,14100
50,2,4,29,183,Missouri,St. Charles County,360485
50,2,4,29,185,Missouri,St. Clair County,9805
50,2,4,29,186,Missouri,Ste. Genevieve County,18145
50,2,4,29,187,Missouri,St. Francois County,65359
50,2,4,29,189,Missouri,St. Louis County,998954
50,2,4,29,195,Missouri,Saline County,23370
50,2,4,29,197,Missouri,Schuyler County,4431
50,2,4,29,199,Missouri,Scotland County,4843
50,2,4,29,201,Missouri,Scott County,39191
50,2,4,29,203,Missouri,Shannon County,8441
50,2,4,29,205,Missouri,Shelby County,6373
50,2,4,29,207,Missouri,Stoddard County,29968
50,2,4,29,209,Missouri,Stone County,32202
50,2,4,29,211,Missouri,Sullivan County,6714
50,2,4,29,213,Missouri,Taney County,51675
50,2,4,29,215,Missouri,Texas County,26008
50,2,4,29,217,Missouri,Vernon County,21159
50,2,4,29,219,Missouri,Warren County,32513
50,2,4,29,221,Missouri,Washington County,25195
50,2,4,29,223,Missouri,Wayne County,13521
50,2,4,29,225,Missouri,Webster County,36202
50,2,4,29,227,Missouri,Worth County,2171
50,2,4,29,229,Missouri,Wright County,18815
50,2,4,29,510,Missouri,St. Louis city,319294
40,4,8,30,0,Montana,Montana,989415
50,4,8,30,1,Montana,Beaverhead County,9246
50,4,8,30,3,Montana,Big Horn County,12865
50,4,8,30,5,Montana,Blaine County,6491
50,4,8,30,7,Montana,Broadwater County,5612
50,4,8,30,9,Montana,Carbon County,10078
50,4,8,30,11,Montana,Carter County,1160
50,4,8,30,13,Montana,Cascade County,81327
50,4,8,30,15,Montana,Chouteau County,5813
50,4,8,30,17,Montana,Custer County,11699
50,4,8,30,19,Montana,Daniels County,1751
50,4,8,30,21,Montana,Dawson County,8966
50,4,8,30,23,Montana,Deer Lodge County,9298
50,4,8,30,25,Montana,Fallon County,2890
50,4,8,30,27,Montana,Fergus County,11586
50,4,8,30,29,Montana,Flathead County,90928
50,4,8,30,31,Montana,Gallatin County,89513
50,4,8,30,33,Montana,Garfield County,1206
50,4,8,30,35,Montana,Glacier County,13399
50,4,8,30,37,Montana,Golden Valley County,884
50,4,8,30,39,Montana,Granite County,3079
50,4,8,30,41,Montana,Hill County,16096
50,4,8,30,43,Montana,Jefferson County,11406
50,4,8,30,45,Montana,Judith Basin County,2072
50,4,8,30,47,Montana,Lake County,28746
50,4,8,30,49,Montana,Lewis and Clark County,63395
50,4,8,30,51,Montana,Liberty County,2339
50,4,8,30,53,Montana,Lincoln County,19687
50,4,8,30,55,Montana,McCone County,1734
50,4,8,30,57,Montana,Madison County,7691
50,4,8,30,59,Montana,Meagher County,1891
50,4,8,30,61,Montana,Mineral County,4223
50,4,8,30,63,Montana,Missoula County,109299
50,4,8,30,65,Montana,Musselshell County,4538
50,4,8,30,67,Montana,Park County,15636
50,4,8,30,69,Montana,Petroleum County,494
50,4,8,30,71,Montana,Phillips County,4253
50,4,8,30,73,Montana,Pondera County,6153
50,4,8,30,75,Montana,Powder River County,1743
50,4,8,30,77,Montana,Powell County,7027
50,4,8,30,79,Montana,Prairie County,1179
50,4,8,30,81,Montana,Ravalli County,40212
50,4,8,30,83,Montana,Richland County,9746
50,4,8,30,85,Montana,Roosevelt County,10425
50,4,8,30,87,Montana,Rosebud County,9233
50,4,8,30,89,Montana,Sanders County,11413
50,4,8,30,91,Montana,Sheridan County,3384
50,4,8,30,93,Montana,Silver Bow County,34200
50,4,8,30,95,Montana,Stillwater County,9117
50,4,8,30,97,Montana,Sweet Grass County,3651
50,4,8,30,99,Montana,Teton County,6073
50,4,8,30,101,Montana,Toole County,5324
50,4,8,30,103,Montana,Treasure County,718
50,4,8,30,105,Montana,Valley County,7369
50,4,8,30,107,Montana,Wheatland County,2168
50,4,8,30,109,Montana,Wibaux County,1017
50,4,8,30,111,Montana,Yellowstone County,147972
40,2,4,31,0,Nebraska,Nebraska,1826341
50,2,4,31,1,Nebraska,Adams County,31364
50,2,4,31,3,Nebraska,Antelope County,6685
50,2,4,31,5,Nebraska,Arthur County,460
50,2,4,31,7,Nebraska,Banner County,690
50,2,4,31,9,Nebraska,Blaine County,478
50,2,4,31,11,Nebraska,Boone County,5505
50,2,4,31,13,Nebraska,Box Butte County,11308
50,2,4,31,15,Nebraska,Boyd County,2099
50,2,4,31,17,Nebraska,Brown County,3145
50,2,4,31,19,Nebraska,Buffalo County,46102
50,2,4,31,21,Nebraska,Burt County,6858
50,2,4,31,23,Nebraska,Butler County,8395
50,2,4,31,25,Nebraska,Cass County,25241
50,2,4,31,27,Nebraska,Cedar County,8852
50,2,4,31,29,Nebraska,Chase County,3966
50,2,4,31,31,Nebraska,Cherry County,5713
50,2,4,31,33,Nebraska,Cheyenne County,9998
50,2,4,31,35,Nebraska,Clay County,6542
50,2,4,31,37,Nebraska,Colfax County,10515
50,2,4,31,39,Nebraska,Cuming County,9139
50,2,4,31,41,Nebraska,Custer County,10939
50,2,4,31,43,Nebraska,Dakota County,21006
50,2,4,31,45,Nebraska,Dawes County,9182
50,2,4,31,47,Nebraska,Dawson County,24326
50,2,4,31,49,Nebraska,Deuel County,1941
50,2,4,31,51,Nebraska,Dixon County,6000
50,2,4,31,53,Nebraska,Dodge County,36691
50,2,4,31,55,Nebraska,Douglas County,517110
50,2,4,31,57,Nebraska,Dundy County,2008
50,2,4,31,59,Nebraska,Fillmore County,5890
50,2,4,31,61,Nebraska,Franklin County,3225
50,2,4,31,63,Nebraska,Frontier County,2756
50,2,4,31,65,Nebraska,Furnas County,4959
50,2,4,31,67,Nebraska,Gage County,22311
